T0,Bx0,By0,Bz0,T1,Bx1,By1,Bz1,T2,Bx2,By2,Bz2,T3,Bx3,By3,Bz3,T4,Bx4,By4,Bz4,X_force,Y_force,Z_force,indent_ID,X_location,Y_location,Z_location
23.07522201538086,-112.60000610351562,-409.60003662109375,-96.1546630859375,20.95132827758789,31.200002670288086,1619.2000732421875,-155.20266723632812,21.305309295654297,-263.20001220703125,-2216.60009765625,144.23199462890625,22.65486717224121,2199.2001953125,-434.8000183105469,181.66134643554688,22.43362808227539,2167.000244140625,-173.0,21.296001434326172,0.006110220216214657,-0.008237718604505062,-0.010039135813713074,0,4,0,7
22.986724853515625,-118.40000915527344,-403.60003662109375,-79.37600708007812,20.907079696655273,37.80000305175781,1615.0,-155.84800720214844,21.504425048828125,-266.8000183105469,-2209.400146484375,139.7146759033203,22.676990509033203,2203.400146484375,-438.60003662109375,193.27732849121094,22.43362808227539,2163.60009765625,-166.80001831054688,24.522666931152344,0.003964530304074287,-0.00810268521308899,-0.00899544171988964,0,4,0,7
23.185840606689453,-111.60000610351562,-404.2000427246094,-90.02400207519531,20.95132827758789,35.000003814697266,1609.2000732421875,-160.68800354003906,21.415929794311523,-265.8000183105469,-2211.400146484375,141.00534057617188,22.898229598999023,2200.400146484375,-430.8000183105469,185.8560028076172,22.389381408691406,2171.80029296875,-170.80001831054688,29.362667083740234,0.003951430320739746,-0.00422331877052784,-0.007588972803205252,0,4,0,7
23.053096771240234,-115.20000457763672,-401.8000183105469,-88.4106674194336,21.128318786621094,34.20000457763672,1613.400146484375,-160.36534118652344,21.592920303344727,-262.0000305175781,-2210.000244140625,149.39466857910156,22.78761100769043,2195.60009765625,-436.2000427246094,177.14401245117188,22.36725616455078,2162.60009765625,-167.40000915527344,27.426666259765625,0.0050596934743225574,-0.007552546449005604,-0.011437573470175266,0,4,0,7
23.030973434448242,-115.20000457763672,-400.4000244140625,-88.4106674194336,21.039823532104492,39.80000305175781,1611.400146484375,-162.62400817871094,21.54867172241211,-259.4000244140625,-2208.000244140625,148.74932861328125,22.87610626220703,2204.60009765625,-428.8000183105469,184.56533813476562,22.4115047454834,2165.2001953125,-170.40000915527344,16.13333511352539,0.007193855941295624,-0.007664937525987625,-0.011227111332118511,0,4,0,7
22.964601516723633,-113.20000457763672,-401.2000427246094,-84.53866577148438,20.95132827758789,35.000003814697266,1612.400146484375,-160.36534118652344,21.415929794311523,-263.4000244140625,-2210.60009765625,147.78134155273438,22.610618591308594,2202.80029296875,-432.2000427246094,179.725341796875,22.43362808227539,2173.400146484375,-171.20001220703125,20.97333335876465,0.00606952141970396,-0.00822649896144867,-0.005098470486700535,0,4,0,7
22.986724853515625,-111.80001068115234,-405.60003662109375,-86.47467041015625,20.95132827758789,33.60000228881836,1615.60009765625,-146.49066162109375,21.438053131103516,-261.60003662109375,-2211.400146484375,144.87733459472656,22.699115753173828,2194.80029296875,-435.60003662109375,191.98667907714844,22.300884246826172,2166.80029296875,-164.60000610351562,19.682666778564453,0.006092950701713562,-0.009440863505005836,-0.006378198508173227,0,4,0,7
23.09734535217285,-113.20000457763672,-402.0,-82.60266876220703,20.95132827758789,33.400001525878906,1615.0,-163.59201049804688,21.371681213378906,-263.60003662109375,-2209.400146484375,142.61866760253906,22.743362426757812,2201.000244140625,-433.8000183105469,188.75999450683594,22.5,2170.400146484375,-165.60000610351562,30.65333366394043,0.005007227882742882,-0.01017691195011139,-0.008842913433909416,0,4,0,7
23.053096771240234,-112.80001068115234,-403.0,-86.1520004272461,20.95132827758789,35.400001525878906,1618.2000732421875,-152.94400024414062,21.526548385620117,-266.20001220703125,-2213.60009765625,141.00534057617188,22.5884952545166,2194.60009765625,-432.0,187.7919921875,22.389381408691406,2167.400146484375,-162.40000915527344,20.650667190551758,0.006109727546572685,-0.006876206025481224,-0.008826624602079391,0,4,0,7
23.053096771240234,-117.40000915527344,-411.8000183105469,-86.47467041015625,21.0177001953125,33.80000305175781,1620.8001708984375,-153.26666259765625,21.415929794311523,-268.0000305175781,-2213.000244140625,141.00534057617188,22.699115753173828,2199.80029296875,-437.4000244140625,188.1146697998047,22.5,2169.80029296875,-171.80001831054688,16.45600128173828,0.005018854048103094,-0.0076333326287567616,-0.010076695121824741,0,4,0,7
23.252212524414062,-118.0,-400.60003662109375,-84.86133575439453,21.1061954498291,36.60000228881836,1622.8001708984375,-155.84800720214844,21.637168884277344,-268.4000244140625,-2211.60009765625,137.4560089111328,22.72123908996582,2194.2001953125,-434.8000183105469,183.5973358154297,22.36725616455078,2159.2001953125,-168.40000915527344,19.037334442138672,0.003926343750208616,-0.006815509404987097,-0.0051739453338086605,0,4,0,7
23.053096771240234,-119.60000610351562,-408.0,-80.66667175292969,20.973451614379883,36.400001525878906,1617.2000732421875,-147.78134155273438,21.460176467895508,-266.20001220703125,-2206.80029296875,143.586669921875,22.610618591308594,2196.80029296875,-436.8000183105469,178.75732421875,22.300884246826172,2167.60009765625,-164.40000915527344,32.589332580566406,0.006095060613006353,-0.009618672542273998,-0.011281993240118027,0,4,0,7
23.09734535217285,-113.20000457763672,-405.4000244140625,-78.40800476074219,21.084070205688477,36.60000228881836,1618.400146484375,-160.68800354003906,21.504425048828125,-262.4000244140625,-2206.80029296875,138.10133361816406,22.522123336791992,2198.80029296875,-437.4000244140625,180.37066650390625,22.389381408691406,2171.80029296875,-175.6000213623047,22.263999938964844,0.005010958760976791,-0.006207094993442297,-0.006325466558337212,0,4,0,7
23.16371726989746,-116.40000915527344,-404.2000427246094,-86.79733276367188,20.995574951171875,28.400001525878906,1614.60009765625,-157.78399658203125,21.305309295654297,-266.4000244140625,-2209.80029296875,145.8453369140625,22.699115753173828,2195.60009765625,-430.0,191.66400146484375,22.234512329101562,2169.80029296875,-172.6000213623047,18.069334030151367,0.006149951834231615,-0.00828456599265337,-0.015016254968941212,0,4,0,7
22.94247817993164,-115.80001068115234,-405.0,-89.378662109375,20.929203033447266,31.400001525878906,1618.400146484375,-157.46133422851562,21.482301712036133,-264.4000244140625,-2214.000244140625,144.55467224121094,22.63274383544922,2195.000244140625,-438.4000244140625,184.88800048828125,22.544248580932617,2166.000244140625,-174.20001220703125,30.65333366394043,0.005031962879002094,-0.006131201516836882,-0.006465647369623184,0,4,0,7
